Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Financials,USSIF_Financials,USSIF_ESG,WaterDataset,CarbonEmissions,GlobalEmissions,HRC,ForestRisk,Headquarters,1a_Sexual_Orientation,1b_Gender_Identity,1c_Contractor_Standards,2a_Spousal_Benefits,2b_Parity_Spousal_Benefits,2c_Trans_Inclusive_Healthcare,3a_Org Competency,3b_ERG,4_Positive_LGBTQ_Engagmt,Negative_LGBTQ_Demerit,2017_CEI_Score,2016_CEI_Score,Fortune_1000_Rank
NYSE,MMM,3M Company,217.72,$129.93B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm,1,0,0,1,0,1,1,0,"St. Paul, MN",F,F,F,F,F,F,F,F,F,,100,100,98
NYSE,SHW,Sherwin-Williams Company (The),385.84,$36.04B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw,1,0,0,1,1,0,1,0,"Cleveland, OH",P,P,N,N,N,N,N,N,N,,20,20,266
NasDaq,SIRI,Sirius XM Holdings Inc.,5.71,$26.34B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,
NasDaq,SKYW,"SkyWest, Inc.",46.65,$2.42B,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw,1,0,0,0,1,0,1,0,"St. George, UT",F,F,F,F,F,N,F,F,F,,90,90,
NYSE,SAH,"Sonic Automotive, Inc.",20.35,$892.58M,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah,1,0,0,0,0,0,1,0,"Charlotte, NC",N,N,N,N,N,N,N,N,N,,0,0,315
NYSE,SON,Sonoco Products Company,51.64,$5.13B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son,1,0,0,0,0,0,1,0,"Hartsville, SC",F,F,F,F,F,N,N,F,F,,80,,516
NYSE,LUV,Southwest Airlines Company,59.12,$35.39B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv,1,0,0,0,1,0,1,0,"Dallas, TX",F,F,F,F,F,F,F,F,F,,100,100,161
NasDaq,SPTN,SpartanNash Company,25.53,$951.52M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn,1,0,0,0,0,0,1,0,"Grand Rapids, MI",N,N,N,N,N,N,N,N,N,,10,,359
NYSE,SPR,"Spirit Aerosystems Holdings, Inc.",79.54,$9.41B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr,1,0,0,0,0,0,1,0,"Wichita, KS",N,N,N,N,N,N,N,N,N,,0,,396
NYSE,S,Sprint Corporation,7.12,$28.46B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s,1,0,0,1,0,0,1,0,"Overland Park, KS",F,F,F,F,F,F,F,F,F,,100,100,
NasDaq,SBUX,Starbucks Corporation,55.72,$80.45B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux,1,0,0,1,0,1,1,0,"Seattle, WA",F,F,F,F,F,F,F,F,F,,100,100,187
NasDaq,STLD,"Steel Dynamics, Inc.",36.92,$8.86B,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld,1,0,0,0,0,0,1,0,"Fort Wayne, IN",P,P,N,N,N,N,N,N,N,,20,20,326
NYSE,SCS,Steelcase Inc.,15.4,$1.79B,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs,1,0,0,0,0,0,1,0,"Grand Rapids, MI",F,F,F,F,F,F,F,F,F,,100,100,759
NYSE,SYK,Stryker Corporation,146.69,$54.87B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk,1,0,0,0,0,1,1,0,"Kalamazoo, MI",F,F,F,F,F,F,F,F,F,,100,80,300
NasDaq,SPWR,SunPower Corporation,6.96,$970.86M,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr,1,0,0,0,0,0,1,0,"San Jose, CA",F,F,F,F,F,F,N,P,P,,75,75,748
NYSE,SVU,SuperValu Inc.,20.2,$774.69M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/svu,1,0,0,0,0,0,1,0,"Eden Prairie, MN",F,F,N,F,F,F,N,F,P,,80,80,164
NasDaq,SYMC,Symantec Corporation,32.36,$19.89B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc,1,0,0,1,0,0,1,0,"Mountain View, CA",F,F,F,F,F,F,F,F,F,,100,100,405
NYSE,SYF,Synchrony Financial,30.82,$24.51B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/syf,1,0,0,0,0,0,1,0,"Stamford, CT",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,SNX,Synnex Corporation,132.78,$5.31B,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx,1,0,0,0,0,0,1,0,"Fremont, CA",F,F,N,F,N,N,N,N,N,,40,40,220
NYSE,SYY,Sysco Corporation,54.45,$28.46B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy,1,0,0,1,0,1,1,0,"Houston, TX",F,F,F,F,F,N,F,F,P,,80,70,61
NasDaq,TROW,"T. Rowe Price Group, Inc.",94.94,$22.82B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow,1,0,0,0,0,0,1,0,"Baltimore, MD",F,F,F,F,F,F,F,F,F,,100,95,620
NYSE,TGT,Target Corporation,60.85,$33.24B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt,1,0,0,1,0,1,1,0,"Minneapolis, MN",F,F,F,F,F,F,F,F,F,,100,100,36
NasDaq,AMTD,TD Ameritrade Holding Corporation,47.31,$26.74B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd,1,0,0,0,0,0,1,0,"Omaha, NE",F,F,F,F,F,F,F,F,F,,100,100,727
NYSE,TEL,TE Connectivity Ltd.,87.74,$31.01B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel,1,0,0,1,0,0,1,0,"Berwyn, PA",F,F,F,F,F,F,F,F,F,,100,90,
NasDaq,TECD,Tech Data Corporation,93.38,$3.56B,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd,1,0,0,0,0,0,1,0,"Clearwater, FL",F,F,F,F,F,F,F,F,F,,100,100,107
NYSE,TGNA,TEGNA Inc.,12.64,$2.72B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna,1,0,0,0,0,0,1,0,"McLean, VA",F,F,F,F,F,F,F,F,F,,100,95,441
NYSE,THC,Tenet Healthcare Corporation,13.15,$1.33B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc,1,0,0,0,0,0,1,0,"Dallas, TX",F,F,N,F,F,N,N,P,F,,70,65,170
NYSE,TEN,Tenneco Inc.,61.5,$3.27B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten,1,0,0,0,0,0,1,0,"Lake Forest, IL",P,P,N,N,N,N,N,N,N,,20,10,341
NYSE,TEX,Terex Corporation,45.72,$4.09B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex,1,0,0,0,0,0,1,0,"Westport, CT",P,P,N,F,F,N,N,N,N,,35,35,377
NasDaq,TSLA,"Tesla, Inc.",355.57,$59.34B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,1,0,0,0,0,0,1,0,"Palo Alto, CA",F,F,F,F,F,F,F,F,F,,100,100,717
NasDaq,TSRO,"TESARO, Inc.",123,$6.66B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro,1,0,0,0,0,0,1,0,"San Antonio, TX",P,P,N,F,F,N,N,N,N,,40,20,77
NasDaq,TXN,Texas Instruments Incorporated,93.59,$92.66B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,1,0,0,1,0,1,1,0,"Dallas, TX",F,F,F,F,F,F,F,F,F,,100,85,233
NYSE,TXT,Textron Inc.,53.26,$14.1B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt,1,0,0,1,0,0,1,0,"Providence, RI",F,N,F,F,F,N,N,P,P,,55,55,219
NasDaq,ABCO,The Advisory Board Company,53.9,$2.2B,2001,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/abco,1,0,0,0,0,0,1,0,"Washington, DC",F,F,F,F,F,F,F,F,F,,100,,
NasDaq,HAIN,"The Hain Celestial Group, Inc.",41.81,$4.34B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain,1,0,0,0,0,0,1,1,"Lake Success, NY",F,F,F,F,F,N,F,F,F,,90,90,967
NYSE,TMO,Thermo Fisher Scientific Inc,192.42,$77.01B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo,1,0,0,1,0,1,1,0,"Waltham, MA",F,F,F,F,F,F,F,F,F,,100,100,181
NYSE,TRI,Thomson Reuters Corp,46.81,$33.44B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,TIF,Tiffany & Co.,94.4,$11.75B,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,F,F,F,P,,95,95,597
NYSE,TWX,Time Warner Inc.,100.94,$78.51B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,104
NYSE,TJX,"TJX Companies, Inc. (The)",72.07,$45.86B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx,1,0,0,0,0,1,1,0,"Framingham, MA",F,F,F,F,F,F,F,F,F,,100,100,103
NasDaq,TSCO,Tractor Supply Company,58.82,$7.45B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco,1,0,0,0,0,0,1,0,"Brentwood, TN",N,N,N,N,N,N,N,N,N,,0,0,460
NYSE,TRN,"Trinity Industries, Inc.",34.01,$5.15B,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/trn,1,0,0,0,0,0,1,0,"Dallas, TX",P,N,N,N,N,N,N,N,N,,10,,433
NasDaq,FOXA,"Twenty-First Century Fox, Inc.",26.52,$32.38B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa,1,0,0,0,0,1,1,0,"New York, NY",P,N,N,N,N,N,N,N,N,,10,10,97
NYSE,TWTR,"Twitter, Inc.",18.63,$13.75B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr,1,0,0,0,0,0,1,0,"San Francisco, CA",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,TSN,"Tyson Foods, Inc.",70.21,$25.22B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn,1,0,0,0,1,0,1,0,"Springdale, AR",F,F,F,F,F,F,F,F,F,,100,85,83
NYSE,UGI,UGI Corporation,47.4,$8.22B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi,1,0,0,0,0,0,1,0,"King of Prussia, PA",P,P,N,N,N,N,N,N,N,,20,20,349
NYSE,UA,"Under Armour, Inc.",14.95,$6.59B,2016,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua,1,0,0,0,0,0,1,0,"Baltimore, MD",F,F,F,F,F,F,F,F,P,,95,20,739
NasDaq,UBSH,Union Bankshares Corporation,35.11,$1.53B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,
NYSE,UNP,Union Pacific Corporation,112.28,$89.87B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/unp,1,0,0,1,0,1,1,0,"Omaha, NE",F,F,F,F,F,N,F,F,P,,85,85,123
NYSE,UIS,Unisys Corporation,8.9,$449.18M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis,1,0,0,0,0,0,1,0,"Blue Bell, PA",P,P,N,N,N,N,N,F,N,,30,30,696
NYSE,UAL,"United Continental Holdings, Inc.",67.57,$20.56B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual,1,0,0,0,1,0,1,0,"Chicago, IL",F,F,F,F,F,F,F,F,F,,100,100,79
NasDaq,UNFI,"United Natural Foods, Inc.",40.48,$2.05B,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi,1,0,0,0,0,0,1,0,"Providence, RI",P,N,N,N,N,N,N,N,N,,10,10,397
NYSE,UPS,"United Parcel Service, Inc.",118.36,$102.5B,1999,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups,1,0,0,1,0,1,1,0,"Atlanta, GA",F,F,F,F,F,F,F,F,F,,100,90,47
NYSE,URI,"United Rentals, Inc.",144.21,$12.19B,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri,1,0,0,0,0,0,1,0,"Stamford, CT",P,P,N,N,N,N,N,N,N,,20,,461
NYSE,X,United States Steel Corporation,27.36,$4.79B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/x,1,0,0,0,1,0,1,0,"Pittsburgh, PA",P,N,N,N,N,N,N,N,N,,10,10,176
NYSE,UTX,United Technologies Corporation,118.72,$94.8B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx,1,0,0,0,1,1,1,0,"Farmington, CT",F,F,F,F,F,F,F,F,F,,100,95,45
NYSE,UNH,UnitedHealth Group Incorporated,192.52,$186.14B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh,1,0,0,0,0,1,1,0,"Minnetonka, MN",F,F,F,F,F,F,F,F,P,,95,95,14
NYSE,UHS,"Universal Health Services, Inc.",105.55,$10.1B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs,1,0,0,0,0,0,1,0,"King of Prussia, PA",P,N,N,N,N,N,N,N,N,,10,10,324
NYSE,UNM,Unum Group,51.97,$11.73B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm,1,0,0,0,0,0,1,0,"Chattanooga, TN",F,F,F,F,F,N,F,P,P,,80,60,279
NasDaq,URBN,"Urban Outfitters, Inc.",22.54,$2.48B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn,1,0,0,0,0,0,1,0,"Philadelphia, PA",F,F,F,F,F,F,N,F,P,,85,10,701
NYSE,USG,USG Corporation,32.88,$4.72B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/usg,1,0,0,0,0,0,1,0,"Chicago, IL",F,F,F,F,F,N,N,P,P,,65,65,653
NYSE,VLO,Valero Energy Corporation,78.08,$34.49B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo,1,0,0,0,0,1,1,0,"San Antonio, TX",P,P,N,N,N,N,N,N,N,,20,10,13
NasDaq,VIAB,Viacom Inc.,26,$9.03B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/viab,1,0,0,0,0,1,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,222
NYSE,V,Visa Inc.,108.66,$248.48B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/v,1,0,0,0,0,1,1,0,"Foster City, CA",F,F,F,F,F,F,F,F,F,,100,100,238
NYSE,VC,Visteon Corporation,123.89,$3.86B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/vc,1,0,0,1,0,0,1,0,"Van Buren Township, MI",F,F,F,F,F,F,F,F,P,,95,95,344
NYSE,VMW,"Vmware, Inc.",113.62,$46.46B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw,1,0,0,0,0,0,1,0,"Palo Alto, CA",F,F,F,F,F,F,F,F,P,,95,,
NYSE,VOYA,"Voya Financial, Inc.",39.84,$7.16B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/voya,1,0,0,0,0,0,1,0,"New York, NY",F,F,F,F,F,F,F,F,F,,100,100,268
NYSE,WRB,W.R. Berkley Corporation,67.41,$8.18B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/wrb,1,0,0,0,0,0,1,0,"Greenwich, CT",P,P,N,N,N,N,N,N,N,,20,20,385
NYSE,GWW,"W.W. Grainger, Inc.",181.05,$10.44B,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/gww,1,0,0,0,0,0,1,0,"Lake Forest, IL",F,F,F,F,F,F,F,F,F,,100,100,290
NYSE,WDR,"Waddell & Reed Financial, Inc.",20.42,$1.71B,1998,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/wdr,1,0,0,0,0,0,1,0,"Overland Park, KS",F,F,F,F,F,F,N,P,P,,80,75,
NasDaq,WBA,"Walgreens Boots Alliance, Inc.",67.56,$72.3B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/wba,1,0,0,0,0,0,1,0,"Deerfield, IL",F,F,F,F,F,F,F,F,F,,100,100,35
NYSE,WMT,"Wal-Mart Stores, Inc.",86.62,$258.75B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/wmt,1,0,0,1,1,1,1,0,"Bentonville, AR",F,F,F,F,F,F,F,F,F,,100,90,1
NYSE,DIS,Walt Disney Company (The),97.38,$150.3B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis,1,0,0,0,0,1,1,0,"Burbank, CA",F,F,F,F,F,F,F,F,F,,100,100,57
NYSE,WM,"Waste Management, Inc.",77.02,$33.89B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wm,1,0,0,1,0,1,1,0,"Houston, TX",F,F,F,F,F,N,F,F,F,,90,90,217
NYSE,WEC,"WEC Energy Group, Inc.",65.1,$20.54B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wec,1,0,0,0,0,0,1,0,"Milwaukee, WI",F,F,F,F,F,N,N,F,P,,75,60,519
NYSE,WCG,"WellCare Health Plans, Inc.",168.64,$7.51B,2004,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/wcg,1,0,0,0,0,0,1,0,"Tampa, FL",P,P,N,N,N,N,N,N,N,,20,20,234
NasDaq,WEN,Wendy&#39;s Company (The),15.35,$3.74B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wen,1,0,0,0,0,0,1,0,"Dublin, OH",F,F,N,F,F,N,N,F,P,,70,65,993
NYSE,WCC,"WESCO International, Inc.",58.85,$2.82B,1999,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/wcc,1,0,0,0,0,0,1,0,"Pittsburgh, PA",F,F,F,F,F,N,N,N,N,,55,10,360
NasDaq,WDC,Western Digital Corporation,87.8,$25.92B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/wdc,1,0,0,1,0,0,1,0,"Irvine, CA",P,P,N,N,N,N,N,N,N,,20,20,205
NYSE,WU,Western Union Company (The),19.79,$9.18B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/wu,1,0,0,1,0,0,1,0,"Englewood, CO",P,P,N,N,N,N,N,N,N,,20,20,468
NYSE,WRK,Westrock Company,58.86,$14.95B,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/wrk,1,0,0,0,0,0,1,0,"Norcross, GA",F,F,F,F,F,N,N,P,P,,70,,
NYSE,WY,Weyerhaeuser Company,34.9,$26.28B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wy,1,0,0,0,0,0,1,1,"Federal Way, WA",F,F,F,F,F,F,F,F,P,,95,95,355
NYSE,WHR,Whirlpool Corporation,178.78,$13.05B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/whr,1,0,0,1,0,0,1,0,"Benton Harbor, MI",F,F,F,F,F,F,F,F,F,,100,100,148
NYSE,WMB,"Williams Companies, Inc. (The)",29.87,$24.69B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wmb,1,0,0,0,0,1,1,0,"Tulsa, OK",F,F,F,F,F,N,N,F,F,,80,85,370
NasDaq,WLTW,Willis Towers Watson Public Limited Company,157.59,$21.16B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/wltw,1,0,0,0,0,0,1,0,"Arlington, VA",F,F,F,F,F,F,F,F,F,,100,100,676
NasDaq,WIN,"Windstream Holdings, Inc.",2.06,$393.11M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/win,1,0,0,0,0,0,1,0,"Little Rock, AR",P,P,N,N,N,N,N,N,N,,20,20,452
NYSE,INT,World Fuel Services Corporation,35.67,$2.44B,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/int,1,0,0,0,0,0,1,0,"Miami, FL",P,P,N,N,N,N,N,N,N,,20,20,68
NYSE,WYN,Wyndham Worldwide Corp,110.37,$11.34B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wyn,1,0,0,0,0,0,1,0,"Parsippany, NJ",F,F,F,F,F,F,F,F,F,,100,95,497
NasDaq,WYNN,"Wynn Resorts, Limited",142.33,$14.6B,2002,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/wynn,1,0,0,0,0,0,1,0,"Las Vegas, NV",F,F,F,F,F,F,F,F,F,,100,100,477
NYSE,XEL,Xcel Energy Inc.,48.61,$24.68B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/xel,1,0,0,0,0,0,1,0,"Minneapolis, MN",F,F,F,F,F,F,F,F,F,,100,90,255
NYSE,XRX,Xerox Corporation,33.01,$8.39B,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/xrx,1,0,0,0,0,0,1,0,"Norwalk, CT",F,F,F,F,F,F,F,F,F,,100,100,143
NYSE,XYL,Xylem Inc.,64.71,$11.62B,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/xyl,1,0,0,1,0,0,1,0,"Rye Brook, NY",F,F,F,F,F,N,N,P,P,,65,65,626
NYSE,YELP,Yelp Inc.,43.65,$3.57B,2012,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/yelp,1,0,0,0,0,0,1,0,"San Francisco, CA",F,F,F,F,F,F,F,F,F,,100,100,
NasDaq,YRCW,"YRC Worldwide, Inc.",12.69,$425.52M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/yrcw,1,0,0,0,0,0,1,0,"Overland Park, KS",P,N,F,N,N,N,N,N,P,,20,20,510
